1000.4628	1.0806154
1001.4238	0.83975428
1002.3849	1.5091807
1003.346	3.502306
1004.3071	1.9420068
1005.2681	2.613014
1006.2292	2.6638198
1007.1903	2.2154222
1008.1514	1.460922
1009.1125	0.63316327
1010.0735	2.6045947
1011.0347	4.0501747
1011.9957	4.4193912
1012.9568	2.4000533
1013.9179	1.000194
1014.879	1.4845296
1015.84	1.1051618
1016.8011	0.51343435
1017.7622	0.59179652
1018.7233	1.761225
1019.6844	3.1492867
1020.6454	3.6341496
1021.6066	3.5089803
1022.5676	4.0464611
1023.5287	-1.4922158e-005
1024.4897	3.1075521
1025.4509	3.0691793
1026.412	2.1280417
1027.373	3.4115531
1028.3341	6.0760293
1029.2952	3.6482749
1030.2563	2.481797
1031.2174	1.7032243
1032.1785	3.7013483
1033.1395	4.2734566
1034.1006	3.4890246
1035.0616	3.9620733
1036.0228	0.99606133
1036.9839	1.4862241
1037.9449	1.4057888
1038.906	1.5416065
1039.8671	1.621645
1040.8282	2.1184454
1041.7893	2.8837857
1042.7504	3.5994768
1043.7114	3.6837461
1044.6725	3.1107943
1045.6335	2.9861858
1046.5947	3.6834025
1047.5558	4.9334683
1048.5168	5.3176284
1049.4779	5.0282035
1050.439	5.2148514
1051.4001	3.7121327
1052.3612	4.5342741
1053.3223	5.8929296
1054.2833	5.9471059
1055.2444	4.3145995
1056.2056	5.1625848
1057.1666	3.3928328
1058.1277	6.1201606
1059.0887	7.0544677
1060.0498	6.707715
1061.0109	6.1149359
1061.972	4.48241
1062.9331	4.8302665
1063.8942	6.1532106
1064.8552	7.8636723
1065.8163	6.47574
1066.7775	5.5050812
1067.7385	7.0788727
1068.6996	7.2667179
1069.6606	7.4380245
1070.6217	7.6547499
1071.5828	7.7786584
1072.5439	6.1895723
1073.505	6.1458068
1074.4661	6.6983418
1075.4271	7.8473063
1076.3882	8.2471428
1077.3494	7.6425619
1078.3104	7.7189441
1079.2715	9.0458794
1080.2325	10.82245
1081.1936	9.0151501
1082.1547	7.4686913
1083.1158	10.218749
1084.0769	8.1012144
1085.038	9.2855072
1085.999	8.3839607
1086.9601	7.0739675
1087.9213	8.5061512
1088.8823	9.4037886
1089.8434	9.6219501
1090.8044	8.4837799
1091.7655	9.8861141
1092.7267	9.2165747
1093.6877	8.8131332
1094.6488	9.2982979
1095.6099	9.5621662
1096.5709	9.9073896
1097.532	11.04984
1098.4932	8.3748417
1099.4542	10.040141
1100.4153	9.8066082
1101.3763	10.06864
1102.3374	10.367293
1103.2986	10.618674
1104.2596	10.522211
1105.2207	11.005142
1106.1818	10.179411
1107.1428	8.4112234
1108.1039	9.3916035
1109.0651	10.79095
1110.0261	11.910539
1110.9872	11.625615
1111.9482	11.029819
1112.9093	11.915642
1113.8705	10.580629
1114.8315	9.7416153
1115.7926	10.969603
1116.7537	12.041075
1117.7147	11.941051
1118.6759	14.425463
1119.637	13.619176
1120.598	14.582809
1121.5591	13.442532
1122.5201	13.299819
1123.4812	12.81033
1124.4424	12.154632
1125.4034	13.458242
1126.3645	14.438972
1127.3256	15.686869
1128.2866	14.33888
1129.2478	15.358225
1130.2089	16.663816
1131.1699	15.648124
1132.131	14.747503
1133.092	15.896708
1134.0531	15.865027
1135.0143	16.490229
1135.9753	18.04796
1136.9364	18.482677
1137.8975	18.86141
1138.8585	18.723137
